queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,calib_ns,peak_rss_mb,unix_time
ms,throughput,1,1,1,1024,none,2.00,1000000,0,32345677,2.9210,11.073,0.0,0,0,0,0,0.0000,92818792,477.0,1783271011
vyukov,throughput,1,1,1,1024,none,2.00,1000000,0,240067850,2.0051,119.731,0.0,0,0,0,0,0.0000,118395958,1.1,1783271014
faa,throughput,1,1,1,1024,none,2.00,1000000,0,261416898,2.0051,130.378,0.0,0,0,0,0,0.0000,123016833,1.2,1783271016
mutex,throughput,1,1,1,1024,none,2.00,1000000,0,69689783,2.0051,34.757,0.0,0,0,0,0,0.0000,121593958,1.3,1783271019
moody,throughput,1,1,1,1024,none,2.00,1000000,0,53134784,2.0051,26.500,0.0,0,0,0,0,0.0000,124247500,1.2,1783271021
spsc,throughput,1,1,1,1024,none,2.00,1000000,0,747903372,2.0034,373.322,0.0,0,0,0,0,0.0000,121883625,1.2,1783271024
ms,throughput,2,2,1,1024,none,2.00,1000000,0,43414381,2.5891,16.768,0.0,0,0,0,0,0.0012,121395291,408.6,1783271027
vyukov,throughput,2,2,1,1024,none,2.00,1000000,0,50550419,2.0051,25.211,0.0,0,0,0,0,0.0321,121113500,1.2,1783271029
faa,throughput,2,2,1,1024,none,2.00,1000000,0,53497752,2.0051,26.681,0.0,0,0,0,0,0.0011,121767917,1.2,1783271032
mutex,throughput,2,2,1,1024,none,2.00,1000000,0,46082544,2.0051,22.983,0.0,0,0,0,0,0.0231,121722250,1.5,1783271034
moody,throughput,2,2,1,1024,none,2.00,1000000,0,25652565,2.0051,12.794,0.0,0,0,0,0,0.0010,121697333,1.3,1783271036
ms,throughput,4,4,1,1024,none,2.00,1000000,0,11699707,2.0035,5.840,0.0,0,0,0,0,0.0410,123209584,13.0,1783271039
vyukov,throughput,4,4,1,1024,none,2.00,1000000,0,15630278,2.0051,7.795,0.0,0,0,0,0,0.0217,123648542,1.3,1783271041
faa,throughput,4,4,1,1024,none,2.00,1000000,0,33523782,2.0051,16.719,0.0,0,0,0,0,0.0018,117931125,1.2,1783271044
mutex,throughput,4,4,1,1024,none,2.00,1000000,0,38363935,2.0051,19.133,0.0,0,0,0,0,0.0064,116390625,1.6,1783271046
moody,throughput,4,4,1,1024,none,2.00,1000000,0,14937568,2.0051,7.450,0.0,0,0,0,0,0.0389,119928917,1.4,1783271049
ms,throughput,1,7,1,1024,none,2.00,1000000,0,42110266,7.9110,5.323,0.0,0,0,0,0,0.0000,117011417,558.5,1783271057
vyukov,throughput,1,7,1,1024,none,2.00,1000000,0,10731612,2.0053,5.352,0.0,0,0,0,0,0.0000,117709208,1.3,1783271059
faa,throughput,1,7,1,1024,none,2.00,1000000,0,40523801,2.0051,20.210,0.0,0,0,0,0,0.0000,122129375,1.3,1783271062
mutex,throughput,1,7,1,1024,none,2.00,1000000,0,23679018,2.0051,11.810,0.0,0,0,0,0,0.0000,123427375,1.5,1783271064
moody,throughput,1,7,1,1024,none,2.00,1000000,0,14418175,2.0051,7.191,0.0,0,0,0,0,0.0000,120534292,1.4,1783271067
ms,throughput,7,1,1,1024,none,2.00,1000000,0,9499492,2.0057,4.736,0.0,0,0,0,0,0.0475,117552125,4.5,1783271069
vyukov,throughput,7,1,1,1024,none,2.00,1000000,0,9100309,2.0052,4.538,0.0,0,0,0,0,0.0368,122495584,1.4,1783271072
faa,throughput,7,1,1,1024,none,2.00,1000000,0,39985479,2.0052,19.941,0.0,0,0,0,0,0.0016,121210208,1.4,1783271074
mutex,throughput,7,1,1,1024,none,2.00,1000000,0,13786929,2.0011,6.890,0.0,0,0,0,0,0.0134,119259250,1.6,1783271077
moody,throughput,7,1,1,1024,none,2.00,1000000,0,10431073,2.0045,5.204,0.0,0,0,0,0,0.1821,118226459,1.5,1783271079
ms,throughput,2,6,1,1024,none,2.00,1000000,0,31258738,4.9873,6.268,0.0,0,0,0,0,0.0080,116864459,501.1,1783271084
vyukov,throughput,2,6,1,1024,none,2.00,1000000,0,12105439,2.0052,6.037,0.0,0,0,0,0,0.0180,123058625,1.3,1783271087
faa,throughput,2,6,1,1024,none,2.00,1000000,0,30198376,2.0051,15.061,0.0,0,0,0,0,0.0035,119537791,1.2,1783271089
mutex,throughput,2,6,1,1024,none,2.00,1000000,0,31830562,2.0051,15.875,0.0,0,0,0,0,0.0021,121128333,1.5,1783271092
moody,throughput,2,6,1,1024,none,2.00,1000000,0,17213310,2.0052,8.585,0.0,0,0,0,0,0.0063,121861792,1.4,1783271094
ms,throughput,6,2,1,1024,none,2.00,1000000,0,9829657,2.0053,4.902,0.0,0,0,0,0,0.0236,122979584,5.2,1783271097
vyukov,throughput,6,2,1,1024,none,2.00,1000000,0,10125404,2.0051,5.050,0.0,0,0,0,0,0.0088,121399959,1.4,1783271099
faa,throughput,6,2,1,1024,none,2.00,1000000,0,33452230,2.0052,16.683,0.0,0,0,0,0,0.0015,116277667,1.3,1783271101
mutex,throughput,6,2,1,1024,none,2.00,1000000,0,25468059,2.0017,12.723,0.0,0,0,0,0,0.0155,124265208,1.6,1783271104
moody,throughput,6,2,1,1024,none,2.00,1000000,0,13714817,2.0052,6.840,0.0,0,0,0,0,0.0856,124149417,1.5,1783271106
ms,throughput,4,4,2,1024,none,2.00,1000000,0,13929377,2.5183,5.531,0.0,0,0,0,0,0.1488,118891167,154.0,1783271109
vyukov,throughput,4,4,2,1024,none,2.00,1000000,0,4812917,2.0310,2.370,0.0,0,0,0,0,0.0569,117542375,1.4,1783271112
faa,throughput,4,4,2,1024,none,2.00,1000000,0,36465212,2.0035,18.201,0.0,0,0,0,0,0.0088,105214959,1.5,1783271114
mutex,throughput,4,4,2,1024,none,2.00,1000000,0,29696288,2.0020,14.834,0.0,0,0,0,0,0.0170,118133542,1.8,1783271117
moody,throughput,4,4,2,1024,none,2.00,1000000,0,15390907,2.0019,7.688,0.0,0,0,0,0,0.1486,122637875,1.6,1783271119
ms,throughput,4,4,4,1024,none,2.00,1000000,0,14726979,2.6669,5.522,0.0,0,0,0,0,0.1318,116470167,240.8,1783271122
vyukov,throughput,4,4,4,1024,none,2.00,1000000,0,2505261,2.0166,1.242,0.0,0,0,0,0,0.2770,120001125,1.8,1783271125
faa,throughput,4,4,4,1024,none,2.00,1000000,0,58041939,2.0052,28.946,0.0,0,0,0,0,0.0094,121639083,1.7,1783271127
mutex,throughput,4,4,4,1024,none,2.00,1000000,0,28929232,2.0040,14.436,0.0,0,0,0,0,0.0606,123353750,2.0,1783271130
moody,throughput,4,4,4,1024,none,2.00,1000000,0,15623139,2.0174,7.744,0.0,0,0,0,0,0.1143,116404208,1.9,1783271132
ms,throughput,4,4,1,1024,all-int,2.00,1000000,0,11874643,2.0048,5.923,0.0,0,0,0,0,0.0129,122715959,14.4,1783271134
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,0,15867741,2.0035,7.920,0.0,0,0,0,0,0.0257,125922167,1.4,1783271137
faa,throughput,4,4,1,1024,all-int,2.00,1000000,0,40428411,2.0006,20.208,0.0,0,0,0,0,0.0033,123411250,1.3,1783271139
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,0,38237182,2.0050,19.071,0.0,0,0,0,0,0.0064,120482417,1.6,1783271142
moody,throughput,4,4,1,1024,all-int,2.00,1000000,0,15469592,2.0087,7.701,0.0,0,0,0,0,0.0655,123654792,1.4,1783271144
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,0,8521586,2.8201,3.022,0.0,0,0,0,0,0.0236,121001000,129.7,1783271147
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,0,969369,2.0054,0.483,0.0,0,0,0,0,0.0587,119075375,1.3,1783271150
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,0,28252893,2.0053,14.089,0.0,0,0,0,0,0.0046,123944209,1.3,1783271152
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,0,7569523,2.0055,3.774,0.0,0,0,0,0,0.0219,124236542,1.4,1783271155
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,0,5099362,2.0054,2.543,0.0,0,0,0,0,0.0670,118004625,1.4,1783271157
ms,throughput,4,4,1,1024,prod-bg,2.00,1000000,0,4348460,2.0052,2.169,0.0,0,0,0,0,0.0058,121159458,6.6,1783271160
vyukov,throughput,4,4,1,1024,prod-bg,2.00,1000000,0,8051104,2.0052,4.015,0.0,0,0,0,0,0.0045,121202708,1.3,1783271162
faa,throughput,4,4,1,1024,prod-bg,2.00,1000000,0,16731070,2.0051,8.344,0.0,0,0,0,0,0.0030,118757292,1.3,1783271165
mutex,throughput,4,4,1,1024,prod-bg,2.00,1000000,0,22685234,2.0051,11.314,0.0,0,0,0,0,0.0046,118251416,1.6,1783271167
moody,throughput,4,4,1,1024,prod-bg,2.00,1000000,0,9699939,2.0052,4.838,0.0,0,0,0,0,0.0676,122890292,1.4,1783271169
ms,throughput,4,4,1,1024,cons-bg,2.00,1000000,0,27093287,6.4247,4.217,0.0,0,0,0,0,0.0705,118992166,414.2,1783271176
vyukov,throughput,4,4,1,1024,cons-bg,2.00,1000000,0,9130688,2.0052,4.553,0.0,0,0,0,0,0.0146,115513208,1.3,1783271179
faa,throughput,4,4,1,1024,cons-bg,2.00,1000000,0,18486150,2.0052,9.219,0.0,0,0,0,0,0.0029,122744250,1.3,1783271181
mutex,throughput,4,4,1,1024,cons-bg,2.00,1000000,0,25696177,2.0052,12.815,0.0,0,0,0,0,0.0033,122346375,1.5,1783271184
moody,throughput,4,4,1,1024,cons-bg,2.00,1000000,0,3548802,2.0052,1.770,0.0,0,0,0,0,0.1397,117627709,1.4,1783271186
ms,throughput,4,4,4,64,none,2.00,1000000,0,14338947,2.7355,5.242,0.0,0,0,0,0,0.1345,116844167,212.8,1783271189
vyukov,throughput,4,4,4,64,none,2.00,1000000,0,2322244,2.0195,1.150,0.0,0,0,0,0,0.1207,123921083,1.8,1783271192
faa,throughput,4,4,4,64,none,2.00,1000000,0,5129807,2.0057,2.558,0.0,0,0,0,0,0.0009,122184084,1.7,1783271194
mutex,throughput,4,4,4,64,none,2.00,1000000,0,9438529,2.0005,4.718,0.0,0,0,0,0,0.0588,117340125,1.8,1783271197
moody,throughput,4,4,4,64,none,2.00,1000000,0,366144,2.0153,0.182,0.0,0,0,0,0,0.4599,116434083,2.0,1783271199
ms,throughput,4,4,4,8192,none,2.00,1000000,0,16352362,3.0337,5.390,0.0,0,0,0,0,0.1586,122139250,264.3,1783271203
vyukov,throughput,4,4,4,8192,none,2.00,1000000,0,4944412,2.0135,2.456,0.0,0,0,0,0,0.1315,119375083,1.9,1783271205
faa,throughput,4,4,4,8192,none,2.00,1000000,0,44854473,2.0056,22.365,0.0,0,0,0,0,0.0350,122414125,1.8,1783271207
mutex,throughput,4,4,4,8192,none,2.00,1000000,0,42244804,2.0008,21.114,0.0,0,0,0,0,0.0955,122051625,2.2,1783271210
moody,throughput,4,4,4,8192,none,2.00,1000000,0,16291618,2.0055,8.124,0.0,0,0,0,0,0.5643,120023541,2.0,1783271212
ms,latency,1,1,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,260.1,166,2125,12166,92625,0.0000,119991250,31.8,1783271215
vyukov,latency,1,1,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,168.6,125,250,4916,96791,0.0000,121745875,31.7,1783271217
faa,latency,1,1,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,135.0,84,334,10375,89167,0.0000,117689250,31.7,1783271220
mutex,latency,1,1,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,631.7,209,4084,11625,122459,0.0000,124322166,31.8,1783271222
moody,latency,1,1,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,204.3,167,334,5417,115125,0.0000,122450542,31.7,1783271225
spsc,latency,1,1,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,218.1,166,375,14583,206458,0.0000,113691500,31.6,1783271227
ms,latency,4,4,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,1013007.5,917,20082500,49393792,66625000,0.0000,121125750,37.5,1783271230
vyukov,latency,4,4,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,50004.0,625,1411958,7574125,10861125,0.0000,122689834,31.9,1783271232
faa,latency,4,4,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,4662.0,625,22583,693291,2792541,0.0000,120383625,31.8,1783271235
mutex,latency,4,4,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,4964.1,1750,38208,230042,1831500,0.0000,123078000,31.9,1783271237
moody,latency,4,4,1,1024,none,2.00,1000000,0,2000000,2.0000,1.000,609.8,458,1750,11416,1253458,0.0000,116049166,31.8,1783271240
ms,latency,4,4,4,1024,none,2.00,1000000,0,2000000,2.0000,1.000,9431573.4,7427209,32547667,80326667,110852542,0.0000,122611625,40.3,1783271242
vyukov,latency,4,4,4,1024,none,2.00,1000000,0,2000000,2.0000,1.000,5442782.9,1583333,40002833,57488458,74150416,0.0000,123356458,31.9,1783271245
faa,latency,4,4,4,1024,none,2.00,1000000,0,2000000,2.0000,1.000,1530408.4,858833,8856291,13189416,18397708,0.0000,117200084,31.8,1783271247
mutex,latency,4,4,4,1024,none,2.00,1000000,0,2000000,2.0000,1.000,5181736.4,1468792,40370209,60460417,74822459,0.0000,120697583,32.1,1783271250
moody,latency,4,4,4,1024,none,2.00,1000000,0,1997105,2.0000,0.999,8595569.0,1462250,80696791,115981458,136781750,0.0000,121653792,32.0,1783271252
ms,throughput,1,1,1,1024,none,2.00,1000000,1,39079425,3.4429,11.351,0.0,0,0,0,0,0.0000,126607083,471.9,1783271258
vyukov,throughput,1,1,1,1024,none,2.00,1000000,1,233218343,2.0051,116.315,0.0,0,0,0,0,0.0000,121957167,1.2,1783271261
faa,throughput,1,1,1,1024,none,2.00,1000000,1,251827083,2.0051,125.595,0.0,0,0,0,0,0.0000,121417042,1.2,1783271263
mutex,throughput,1,1,1,1024,none,2.00,1000000,1,69596621,2.0050,34.711,0.0,0,0,0,0,0.0000,117849791,1.2,1783271265
moody,throughput,1,1,1,1024,none,2.00,1000000,1,53070848,2.0051,26.468,0.0,0,0,0,0,0.0000,116906583,1.2,1783271268
spsc,throughput,1,1,1,1024,none,2.00,1000000,1,741105866,2.0051,369.617,0.0,0,0,0,0,0.0000,122249958,1.2,1783271270
ms,throughput,2,2,1,1024,none,2.00,1000000,1,42984402,2.5654,16.755,0.0,0,0,0,0,0.0895,123204625,399.6,1783271273
vyukov,throughput,2,2,1,1024,none,2.00,1000000,1,50597478,2.0051,25.234,0.0,0,0,0,0,0.0209,124791125,1.2,1783271276
faa,throughput,2,2,1,1024,none,2.00,1000000,1,53125385,2.0037,26.514,0.0,0,0,0,0,0.0004,121739833,1.2,1783271278
mutex,throughput,2,2,1,1024,none,2.00,1000000,1,46793145,2.0045,23.344,0.0,0,0,0,0,0.0004,122555250,1.4,1783271281
moody,throughput,2,2,1,1024,none,2.00,1000000,1,25412028,2.0051,12.674,0.0,0,0,0,0,0.0011,124904875,1.3,1783271283
ms,throughput,4,4,1,1024,none,2.00,1000000,1,16606411,2.2759,7.297,0.0,0,0,0,0,0.1077,123990250,180.5,1783271286
vyukov,throughput,4,4,1,1024,none,2.00,1000000,1,15719063,2.0051,7.839,0.0,0,0,0,0,0.0484,125378500,1.3,1783271288
faa,throughput,4,4,1,1024,none,2.00,1000000,1,33057358,2.0031,16.503,0.0,0,0,0,0,0.0014,122951916,1.3,1783271291
mutex,throughput,4,4,1,1024,none,2.00,1000000,1,38333457,2.0051,19.118,0.0,0,0,0,0,0.0097,123279625,1.6,1783271293
moody,throughput,4,4,1,1024,none,2.00,1000000,1,15706335,2.0051,7.833,0.0,0,0,0,0,0.0768,122030292,1.4,1783271296
ms,throughput,1,7,1,1024,none,2.00,1000000,1,52335512,10.6769,4.902,0.0,0,0,0,0,0.0000,123651167,773.3,1783271307
vyukov,throughput,1,7,1,1024,none,2.00,1000000,1,10860768,2.0053,5.416,0.0,0,0,0,0,0.0000,119287750,1.3,1783271309
faa,throughput,1,7,1,1024,none,2.00,1000000,1,40684964,2.0057,20.285,0.0,0,0,0,0,0.0000,123259209,1.3,1783271312
mutex,throughput,1,7,1,1024,none,2.00,1000000,1,23674009,2.0051,11.807,0.0,0,0,0,0,0.0000,123688708,1.5,1783271314
moody,throughput,1,7,1,1024,none,2.00,1000000,1,14142366,2.0051,7.053,0.0,0,0,0,0,0.0000,123011042,1.4,1783271317
ms,throughput,7,1,1,1024,none,2.00,1000000,1,9515669,2.0069,4.742,0.0,0,0,0,0,0.0296,120910458,6.6,1783271319
vyukov,throughput,7,1,1,1024,none,2.00,1000000,1,8989779,2.0052,4.483,0.0,0,0,0,0,0.0054,119023583,1.3,1783271321
faa,throughput,7,1,1,1024,none,2.00,1000000,1,40166759,2.0051,20.032,0.0,0,0,0,0,0.0023,120209541,1.3,1783271324
mutex,throughput,7,1,1,1024,none,2.00,1000000,1,13640251,2.0052,6.803,0.0,0,0,0,0,0.0178,123586916,1.6,1783271326
moody,throughput,7,1,1,1024,none,2.00,1000000,1,9316896,2.0051,4.647,0.0,0,0,0,0,0.2079,118871542,1.5,1783271329
ms,throughput,2,6,1,1024,none,2.00,1000000,1,31020870,5.0640,6.126,0.0,0,0,0,0,0.0381,122588000,667.8,1783271334
vyukov,throughput,2,6,1,1024,none,2.00,1000000,1,12130164,2.0052,6.049,0.0,0,0,0,0,0.0180,124405542,1.3,1783271337
faa,throughput,2,6,1,1024,none,2.00,1000000,1,29300295,2.0051,14.613,0.0,0,0,0,0,0.0016,119829625,1.2,1783271339
mutex,throughput,2,6,1,1024,none,2.00,1000000,1,33087174,2.0051,16.502,0.0,0,0,0,0,0.0033,112850833,1.5,1783271342
moody,throughput,2,6,1,1024,none,2.00,1000000,1,16701583,2.0052,8.329,0.0,0,0,0,0,0.0060,123971250,1.4,1783271344
ms,throughput,6,2,1,1024,none,2.00,1000000,1,9879853,2.0052,4.927,0.0,0,0,0,0,0.0244,117091333,6.0,1783271346
vyukov,throughput,6,2,1,1024,none,2.00,1000000,1,11509747,2.0051,5.740,0.0,0,0,0,0,0.0078,122600041,1.3,1783271349
faa,throughput,6,2,1,1024,none,2.00,1000000,1,30952854,2.0042,15.444,0.0,0,0,0,0,0.0008,124163708,1.3,1783271351
mutex,throughput,6,2,1,1024,none,2.00,1000000,1,24549807,2.0051,12.244,0.0,0,0,0,0,0.0151,123715000,1.6,1783271354
moody,throughput,6,2,1,1024,none,2.00,1000000,1,14077892,2.0052,7.021,0.0,0,0,0,0,0.1758,123164750,1.5,1783271356
ms,throughput,4,4,2,1024,none,2.00,1000000,1,14265993,2.7160,5.253,0.0,0,0,0,0,0.0671,121204417,179.1,1783271359
vyukov,throughput,4,4,2,1024,none,2.00,1000000,1,4646542,2.0052,2.317,0.0,0,0,0,0,0.0233,124865125,1.5,1783271362
faa,throughput,4,4,2,1024,none,2.00,1000000,1,35433462,2.0035,17.686,0.0,0,0,0,0,0.0080,122683667,1.5,1783271364
mutex,throughput,4,4,2,1024,none,2.00,1000000,1,30039492,2.0034,14.994,0.0,0,0,0,0,0.0571,123189917,1.7,1783271367
moody,throughput,4,4,2,1024,none,2.00,1000000,1,15743096,2.0052,7.851,0.0,0,0,0,0,0.1065,118280041,1.6,1783271369
ms,throughput,4,4,4,1024,none,2.00,1000000,1,14184445,2.6794,5.294,0.0,0,0,0,0,0.1406,123654834,215.2,1783271372
vyukov,throughput,4,4,4,1024,none,2.00,1000000,1,3422639,2.0053,1.707,0.0,0,0,0,0,0.1375,118240167,1.8,1783271375
faa,throughput,4,4,4,1024,none,2.00,1000000,1,60597328,2.0056,30.213,0.0,0,0,0,0,0.0060,124675834,1.8,1783271377
mutex,throughput,4,4,4,1024,none,2.00,1000000,1,28922534,2.0054,14.422,0.0,0,0,0,0,0.0506,122646500,2.0,1783271380
moody,throughput,4,4,4,1024,none,2.00,1000000,1,15919466,2.0212,7.876,0.0,0,0,0,0,0.1281,123211417,1.9,1783271382
ms,throughput,4,4,1,1024,all-int,2.00,1000000,1,12610546,2.0055,6.288,0.0,0,0,0,0,0.0326,124658792,17.6,1783271385
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,1,15650651,2.0051,7.805,0.0,0,0,0,0,0.0581,117144750,1.3,1783271387
faa,throughput,4,4,1,1024,all-int,2.00,1000000,1,33254992,2.0051,16.585,0.0,0,0,0,0,0.0036,119246708,1.3,1783271389
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,1,38164792,2.0051,19.034,0.0,0,0,0,0,0.0062,125599083,1.6,1783271392
moody,throughput,4,4,1,1024,all-int,2.00,1000000,1,15193473,2.0051,7.577,0.0,0,0,0,0,0.0516,117748625,1.4,1783271394
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,1,8254191,2.7633,2.987,0.0,0,0,0,0,0.0205,123252250,122.7,1783271397
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,1,926586,2.0052,0.462,0.0,0,0,0,0,0.0716,122493375,1.3,1783271400
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,1,28189182,2.0053,14.057,0.0,0,0,0,0,0.0049,123076250,1.3,1783271402
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,1,7265650,2.0053,3.623,0.0,0,0,0,0,0.0545,120323417,1.5,1783271405
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,1,3854491,2.0054,1.922,0.0,0,0,0,0,0.0200,117687416,1.4,1783271407
ms,throughput,4,4,1,1024,prod-bg,2.00,1000000,1,3873232,2.0051,1.932,0.0,0,0,0,0,0.0152,122320750,12.0,1783271410
vyukov,throughput,4,4,1,1024,prod-bg,2.00,1000000,1,8421783,2.0038,4.203,0.0,0,0,0,0,0.0086,121954291,1.3,1783271412
faa,throughput,4,4,1,1024,prod-bg,2.00,1000000,1,16726102,2.0052,8.342,0.0,0,0,0,0,0.0016,122209334,1.3,1783271415
mutex,throughput,4,4,1,1024,prod-bg,2.00,1000000,1,22755244,2.0051,11.349,0.0,0,0,0,0,0.0038,121571833,1.6,1783271417
moody,throughput,4,4,1,1024,prod-bg,2.00,1000000,1,8466434,2.0052,4.222,0.0,0,0,0,0,0.0313,117734167,1.4,1783271419
ms,throughput,4,4,1,1024,cons-bg,2.00,1000000,1,27526714,6.6701,4.127,0.0,0,0,0,0,0.0452,117307000,550.4,1783271427
vyukov,throughput,4,4,1,1024,cons-bg,2.00,1000000,1,9332640,2.0052,4.654,0.0,0,0,0,0,0.0102,118217666,1.3,1783271429
faa,throughput,4,4,1,1024,cons-bg,2.00,1000000,1,18444325,2.0052,9.198,0.0,0,0,0,0,0.0025,124950542,1.3,1783271431
mutex,throughput,4,4,1,1024,cons-bg,2.00,1000000,1,25604875,2.0051,12.770,0.0,0,0,0,0,0.0034,123523042,1.5,1783271434
moody,throughput,4,4,1,1024,cons-bg,2.00,1000000,1,4259455,2.0052,2.124,0.0,0,0,0,0,0.2572,123887125,1.4,1783271436
ms,throughput,4,4,4,64,none,2.00,1000000,1,20322956,3.8445,5.286,0.0,0,0,0,0,0.6062,123435791,455.3,1783271441
vyukov,throughput,4,4,4,64,none,2.00,1000000,1,2444634,2.0185,1.211,0.0,0,0,0,0,0.1896,117078208,1.7,1783271443
faa,throughput,4,4,4,64,none,2.00,1000000,1,5150668,2.0057,2.568,0.0,0,0,0,0,0.0031,122404292,1.7,1783271446
mutex,throughput,4,4,4,64,none,2.00,1000000,1,9431055,2.0055,4.703,0.0,0,0,0,0,0.0225,117220166,1.8,1783271448
ms,throughput,4,4,4,8192,none,2.00,1000000,1,14331355,2.8178,5.086,0.0,0,0,0,0,0.1434,123521708,201.4,1783271572
vyukov,throughput,4,4,4,8192,none,2.00,1000000,1,4478929,2.0104,2.228,0.0,0,0,0,0,0.1644,123719292,2.0,1783271574
faa,throughput,4,4,4,8192,none,2.00,1000000,1,40691272,2.0052,20.293,0.0,0,0,0,0,0.0303,121672125,1.8,1783271576
mutex,throughput,4,4,4,8192,none,2.00,1000000,1,30693943,2.0040,15.317,0.0,0,0,0,0,0.0578,123870958,2.3,1783271579
moody,throughput,4,4,4,8192,none,2.00,1000000,1,16631629,2.0248,8.214,0.0,0,0,0,0,0.5383,121703041,2.1,1783271581
ms,latency,1,1,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,148617.2,167,6440500,9637250,10004792,0.0000,123332416,32.4,1783271584
vyukov,latency,1,1,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,254.7,125,1375,22833,84666,0.0000,117223000,31.7,1783271586
faa,latency,1,1,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,258.8,83,1583,27750,428083,0.0000,122039000,31.7,1783271589
mutex,latency,1,1,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,739.5,209,7167,26292,92167,0.0000,119333583,31.7,1783271591
moody,latency,1,1,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,269.1,166,666,19250,84291,0.0000,122648042,31.7,1783271594
spsc,latency,1,1,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,246.4,166,1083,20666,88750,0.0000,120705459,31.7,1783271596
ms,latency,4,4,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,745.2,500,8667,20167,1841625,0.0000,119701292,32.3,1783271599
vyukov,latency,4,4,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,30965.1,417,912708,4976250,6622750,0.0000,115583625,31.7,1783271601
faa,latency,4,4,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,670.6,333,7500,24791,1284333,0.0000,119547750,31.7,1783271604
mutex,latency,4,4,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,5000.1,1750,40916,214000,897916,0.0000,120137500,31.8,1783271606
moody,latency,4,4,1,1024,none,2.00,1000000,1,2000000,2.0000,1.000,563.7,458,1792,13250,901208,0.0000,117961125,31.8,1783271609
ms,latency,4,4,4,1024,none,2.00,1000000,1,2000000,2.0000,1.000,15254337.2,8077791,132564541,195176666,209496833,0.0000,120724167,41.0,1783271611
vyukov,latency,4,4,4,1024,none,2.00,1000000,1,2000000,2.0000,1.000,6017733.3,1702250,46846333,81630166,96248500,0.0000,120901709,31.9,1783271614
faa,latency,4,4,4,1024,none,2.00,1000000,1,2000000,2.0000,1.000,1557410.8,870583,8995167,13312042,19859125,0.0000,116300750,31.8,1783271616
mutex,latency,4,4,4,1024,none,2.00,1000000,1,2000000,2.0000,1.000,5380255.2,1514541,37664166,54175583,64347125,0.0000,120432167,32.1,1783271619
moody,latency,4,4,4,1024,none,2.00,1000000,1,1999214,2.0000,1.000,10591962.6,1502750,101734792,170157959,190471209,0.0000,122717375,32.0,1783271621
ms,throughput,1,1,1,1024,none,2.00,1000000,2,18825273,2.2723,8.285,0.0,0,0,0,0,0.0000,122248041,116.5,1783271626
vyukov,throughput,1,1,1,1024,none,2.00,1000000,2,227366071,2.0051,113.395,0.0,0,0,0,0,0.0000,125156042,1.2,1783271628
faa,throughput,1,1,1,1024,none,2.00,1000000,2,258655585,2.0051,129.002,0.0,0,0,0,0,0.0000,123419750,1.3,1783271631
mutex,throughput,1,1,1,1024,none,2.00,1000000,2,70155305,2.0048,34.994,0.0,0,0,0,0,0.0000,122239292,1.3,1783271633
moody,throughput,1,1,1,1024,none,2.00,1000000,2,52998944,2.0051,26.432,0.0,0,0,0,0,0.0000,116910417,1.2,1783271636
spsc,throughput,1,1,1,1024,none,2.00,1000000,2,753558281,2.0051,375.822,0.0,0,0,0,0,0.0000,120803334,1.1,1783271638
ms,throughput,2,2,1,1024,none,2.00,1000000,2,41101774,2.5627,16.039,0.0,0,0,0,0,0.0488,117167458,383.1,1783271641
